rank,playerName,age,teamCode,position,totalGames,totalGamesStarted,totalMinutesPerGame,fieldGoalsPerGame,fieldGoalAttemptsPerGame,fieldGoalsPct,threePtFieldGoalsPerGame,threePtFieldGoalAttemptsPerGame,threePtFieldGoalsPct,twoPtFieldGoalsPerGame,twoPtFieldGoalAttemptsPerGame,twoPtFieldGoalsPct,effectiveFieldGoalsPct,freeThrowsPerGame,freeThrowAttemptsPerGame,freeThrowPct,offensiveReboundsPerGame,defensiveReboundsPerGame,totalReboundsPerGame,assistsPerGame,stealsPerGame,blocksPerGame,turnoversPerGame,personalFoulsPerGame,pointsPerGame
351,Kris Murray,24,POR,SF,36,0,14.70,1.90,4.10,.459,0.40,1.60,.271,1.40,2.40,.586,.514,0.30,0.80,.444,1.10,1.20,2.30,1.00,0.40,0.20,0.60,1.00,4.50
352,Julian Phillips,21,CHI,SF,43,3,13.50,1.60,3.70,.434,0.60,2.00,.314,1.00,1.70,.575,.519,0.70,0.90,.700,1.00,1.10,2.10,0.40,0.40,0.30,0.40,1.30,4.50
353,Mo Bamba,26,LAC,C,25,1,12.60,1.70,3.70,.457,0.50,1.80,.267,1.20,1.90,.638,.522,0.60,0.80,.667,0.90,3.50,4.40,0.60,0.40,0.90,0.60,1.60,4.40
354,Sandro Mamukelashvili,25,SAS,PF,25,0,8.50,1.50,2.80,.551,0.80,1.80,.422,0.80,1.00,.792,.688,0.60,0.90,.727,0.60,1.90,2.50,0.40,0.20,0.20,0.40,0.60,4.40
355,Pelle Larsson,23,MIA,SG,26,0,13.00,1.60,3.30,.477,0.50,1.50,.325,1.10,1.80,.609,.552,0.70,1.10,.643,0.40,1.00,1.50,1.00,0.50,0.10,0.40,1.70,4.30
356,Quinten Post,24,GSW,PF,4,0,6.50,1.80,3.80,.467,0.50,2.00,.250,1.30,1.80,.714,.533,0.30,0.30,1.000,0.30,0.30,0.50,1.00,0.00,0.30,0.30,0.00,4.30
357,KJ Simpson,22,CHO,PG,12,0,14.40,1.50,5.10,.295,0.40,2.40,.172,1.10,2.70,.406,.336,0.80,1.30,.667,1.00,0.80,1.80,1.70,0.80,0.20,1.00,1.30,4.30
358,Jeff Green,38,HOU,PF,13,2,10.50,1.50,2.80,.541,0.60,1.80,.348,0.90,1.10,.857,.649,0.50,0.70,.778,0.20,1.20,1.40,0.20,0.20,0.10,0.20,1.10,4.20
359,Kyle Lowry,38,PHI,PG,25,12,19.90,1.20,3.50,.356,0.90,2.60,.338,0.40,0.90,.409,.483,0.80,1.00,.800,0.30,1.50,1.80,2.70,1.00,0.30,0.70,1.90,4.20
360,Jamal Cain,25,NOP,SF,17,0,13.40,1.50,3.40,.439,0.50,1.80,.300,0.90,1.60,.593,.518,0.60,0.90,.625,0.90,1.80,2.70,0.60,0.50,0.40,0.40,1.20,4.10
361,Gary Harris,30,ORL,SG,20,2,16.30,1.50,3.60,.403,1.00,2.70,.352,0.50,0.90,.556,.535,0.20,0.40,.500,0.50,0.80,1.30,0.50,0.70,0.30,0.50,0.70,4.10
362,GG Jackson II,20,MEM,PF,1,0,11.00,2.00,5.00,.400,0.00,3.00,.000,2.00,2.00,1.000,.400,0.00,0.00,0.0,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,4.00
363,Reggie Jackson,34,PHI,PG,24,1,11.80,1.50,3.80,.385,0.80,2.30,.352,0.70,1.50,.432,.489,0.30,0.30,.857,0.20,1.00,1.30,1.50,0.50,0.10,0.70,1.10,4.00
364,Mason Plumlee,34,PHO,C,41,18,17.40,1.50,2.70,.578,0.00,0.00,.000,1.50,2.60,.583,.578,0.90,1.50,.613,1.60,4.70,6.30,1.90,0.40,0.70,0.90,2.10,4.00
365,Josh Richardson,31,MIA,SG,8,0,18.80,1.40,4.80,.289,0.80,2.80,.273,0.60,2.00,.313,.368,0.50,0.50,1.000,0.80,0.80,1.50,1.50,1.00,0.10,1.00,2.10,4.00
366,Cam Spencer,24,MEM,SG,10,0,12.10,1.30,3.00,.433,0.50,1.60,.313,0.80,1.40,.571,.517,0.90,0.90,1.000,0.50,1.20,1.70,1.60,0.30,0.10,0.50,1.10,4.00
367,Jeff Dowtin,27,PHI,PG,20,0,11.40,1.50,3.70,.405,0.30,1.10,.238,1.30,2.70,.472,.439,0.60,0.90,.706,0.20,1.20,1.30,1.50,0.40,0.20,0.20,0.70,3.90
368,Aaron Holiday,28,HOU,PG,31,0,10.80,1.30,3.20,.414,0.80,2.10,.375,0.50,1.10,.486,.535,0.50,0.50,.882,0.20,0.80,1.00,1.10,0.40,0.10,0.50,0.80,3.90
369,Oso Ighodaro,22,PHO,PF,35,2,16.30,1.70,3.00,.558,0.00,0.10,.000,1.70,2.90,.569,.558,0.50,0.90,.576,1.00,2.60,3.60,1.00,0.50,0.40,0.60,1.70,3.90
370,Cody Williams,20,UTA,SG,26,12,21.00,1.40,4.60,.300,0.60,2.40,.238,0.80,2.20,.368,.363,0.50,0.80,.636,0.50,1.70,2.20,1.30,0.50,0.40,0.80,1.90,3.90
371,Dario Šarić,30,DEN,C,13,4,14.80,1.40,4.20,.333,0.50,1.80,.250,0.90,2.30,.400,.389,0.50,0.80,.700,1.00,2.60,3.60,1.70,0.50,0.10,1.10,1.40,3.80
372,Tre Jones,25,SAS,PG,23,0,16.30,1.30,3.00,.443,0.30,1.00,.273,1.10,2.10,.521,.486,0.70,1.00,.773,0.50,1.70,2.20,3.70,0.70,0.20,0.70,1.20,3.70
373,Moussa Diabaté,23,CHO,C,32,4,17.80,1.60,2.60,.607,0.00,0.00,0.0,1.60,2.60,.607,.607,0.40,0.80,.481,2.90,3.60,6.60,0.60,0.70,0.70,0.80,1.60,3.60
374,Andre Jackson Jr.,23,MIL,SG,39,31,17.30,1.50,3.30,.442,0.50,1.50,.362,0.90,1.80,.507,.523,0.20,0.30,.538,1.10,2.10,3.10,1.40,0.60,0.30,1.10,2.20,3.60
375,Jae'Sean Tate,29,HOU,SF,23,1,10.70,1.30,2.80,.462,0.30,0.70,.353,1.00,2.10,.500,.508,0.70,1.10,.640,0.90,1.40,2.30,0.80,0.60,0.10,0.40,1.90,3.60
376,Dalen Terry,22,CHI,SG,41,1,12.90,1.30,2.90,.442,0.40,1.10,.341,0.90,1.90,.500,.504,0.70,1.00,.700,0.60,1.00,1.50,1.10,0.50,0.20,0.80,1.60,3.60
377,Kobe Brown,25,LAC,PF,13,0,7.80,1.50,2.80,.514,0.30,0.90,.333,1.20,1.90,.600,.568,0.20,0.30,.750,0.60,1.80,2.40,0.80,0.20,0.00,0.20,0.80,3.50
378,Ousmane Dieng,21,OKC,PF,23,0,10.40,1.30,3.50,.363,0.60,2.00,.277,0.70,1.40,.485,.444,0.40,0.70,.667,0.50,1.80,2.30,0.70,0.60,0.20,0.30,0.90,3.50
379,Isaac Jones,24,SAC,PF,22,0,8.00,1.50,2.20,.653,0.00,0.20,.250,1.40,2.00,.689,.663,0.50,0.90,.550,0.50,1.00,1.40,0.20,0.10,0.40,0.50,1.00,3.50
380,DeAndre Jordan,36,DEN,C,31,2,12.00,1.60,2.50,.636,0.00,0.00,0.0,1.60,2.50,.636,.636,0.40,0.90,.414,1.20,3.30,4.50,0.80,0.30,0.50,0.70,1.30,3.50
381,Doug McDermott,33,SAC,SF,26,3,8.50,1.20,2.80,.425,1.00,2.40,.413,0.20,0.40,.500,.603,0.10,0.20,.600,0.10,0.50,0.60,0.20,0.20,0.00,0.20,0.80,3.50
382,Wendell Moore Jr.,23,DET,SG,17,1,12.40,1.30,2.80,.458,0.20,0.80,.231,1.10,2.10,.543,.490,0.80,0.80,.929,0.60,1.90,2.60,1.30,0.60,0.20,0.50,0.90,3.50
383,JT Thor,22,CLE,PF,8,0,4.90,1.10,1.80,.643,0.40,0.60,.600,0.80,1.10,.667,.750,0.90,1.00,.875,0.40,0.40,0.80,0.10,0.30,0.40,0.80,0.80,3.50
384,Bol Bol,25,PHO,PF,10,0,6.10,1.30,2.30,.565,0.30,1.10,.273,1.00,1.20,.833,.630,0.50,0.80,.625,0.50,1.00,1.50,0.10,0.00,0.20,0.40,0.20,3.40
385,Bruno Fernando,26,TOR,C,17,2,8.60,1.50,2.90,.531,0.00,0.00,0.0,1.50,2.90,.531,.531,0.40,0.50,.750,1.20,1.80,3.00,1.10,0.20,0.50,0.80,1.60,3.40
386,Dariq Whitehead,20,BRK,SF,7,0,5.90,1.10,2.60,.444,1.10,2.30,.500,0.00,0.30,.000,.667,0.00,0.00,0.0,0.00,0.40,0.40,0.10,0.40,0.10,0.40,0.30,3.40
387,Micah Potter,26,UTA,C,16,6,17.30,1.20,3.10,.380,0.80,2.40,.333,0.40,0.70,.545,.510,0.20,0.20,1.000,1.10,2.80,3.90,0.80,0.30,0.40,0.60,1.10,3.40
388,Cam Reddish,25,LAL,SF,29,8,18.60,1.20,2.90,.424,0.40,1.60,.289,0.80,1.40,.575,.500,0.40,0.70,.619,0.50,1.60,2.10,0.80,1.00,0.30,0.40,1.40,3.40
389,Jabari Walker,22,POR,SF,31,1,10.20,1.40,3.00,.462,0.20,0.90,.179,1.20,2.10,.585,.489,0.40,0.60,.722,0.80,2.10,2.90,0.50,0.40,0.10,0.50,1.10,3.40
390,Blake Wesley,21,SAS,SG,27,0,10.00,1.30,2.90,.456,0.10,0.80,.190,1.20,2.10,.552,.481,0.60,0.80,.714,0.20,0.60,0.90,1.90,0.30,0.10,0.90,0.50,3.40
391,Nicolas Batum,36,LAC,PF,42,1,17.70,1.10,2.80,.381,0.90,2.30,.375,0.20,0.50,.409,.534,0.20,0.30,.769,0.70,2.20,2.90,1.40,0.60,0.40,0.50,1.50,3.20
392,Moses Brown,25,IND,C,9,0,5.10,1.40,2.20,.650,0.00,0.00,0.0,1.40,2.20,.650,.650,0.30,0.60,.600,0.40,1.00,1.40,0.00,0.20,0.10,0.70,0.70,3.20
393,Jevon Carter,29,CHI,PG,19,0,6.50,1.10,2.50,.438,0.70,1.70,.406,0.40,0.80,.500,.573,0.30,0.40,.750,0.10,0.70,0.80,0.70,0.30,0.10,0.40,0.30,3.20
394,Drew Peterson,25,BOS,PF,11,0,9.90,1.00,2.00,.500,0.60,1.50,.412,0.40,0.50,.800,.659,0.50,0.60,.857,0.50,1.60,2.10,0.70,0.20,0.20,0.50,0.90,3.20
395,Reed Sheppard,20,HOU,PG,32,0,11.30,1.20,3.90,.315,0.60,2.30,.274,0.60,1.60,.373,.395,0.20,0.20,.833,0.30,0.90,1.30,1.20,0.50,0.30,0.60,0.90,3.20
396,Damion Lee,32,PHO,SG,9,0,6.10,0.90,2.90,.308,0.20,1.40,.154,0.70,1.40,.462,.346,1.10,1.10,1.000,0.10,0.80,0.90,0.70,0.20,0.00,0.40,0.20,3.10
397,Brandon Williams,25,DAL,PG,12,0,6.30,1.10,2.50,.433,0.30,0.80,.300,0.80,1.70,.500,.483,0.70,0.90,.727,0.20,0.50,0.70,0.50,0.10,0.00,0.50,0.30,3.10
398,David Duke Jr.,25,SAS,SG,1,0,8.00,1.00,4.00,.250,0.00,1.00,.000,1.00,3.00,.333,.250,1.00,2.00,.500,0.00,0.00,0.00,2.00,0.00,0.00,0.00,1.00,3.00
399,Luka Garza,26,MIN,C,13,0,4.30,1.20,2.20,.571,0.20,0.60,.250,1.10,1.50,.700,.607,0.40,0.60,.625,0.30,0.60,0.90,0.10,0.10,0.00,0.30,0.60,3.00
400,Collin Gillespie,25,PHO,PG,1,0,3.00,1.00,2.00,.500,1.00,1.00,1.000,0.00,1.00,.000,.750,0.00,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00
401,Caleb Houstan,22,ORL,SF,32,5,12.30,0.90,2.90,.319,0.80,2.60,.317,0.10,0.40,.333,.457,0.30,0.30,1.000,0.40,0.60,1.00,0.50,0.20,0.10,0.20,1.10,3.00
402,Jock Landale,29,HOU,C,21,0,9.20,1.10,2.80,.414,0.10,0.30,.429,1.00,2.40,.412,.440,0.60,1.00,.591,1.20,1.50,2.70,0.70,0.20,0.30,0.50,0.70,3.00
403,Taze Moore,26,POR,SG,2,0,10.00,1.00,5.00,.200,0.50,2.00,.250,0.50,3.00,.167,.250,0.50,1.00,.500,2.00,2.00,4.00,0.50,1.00,0.00,1.00,0.00,3.00
404,Pete Nance,24,PHI,PF,5,0,12.00,1.00,3.00,.333,0.80,2.40,.333,0.20,0.60,.333,.467,0.20,0.40,.500,0.40,1.40,1.80,0.60,0.20,0.00,0.00,2.00,3.00
405,Jae Crowder,34,SAC,SF,7,2,13.10,0.90,2.40,.353,0.40,1.70,.250,0.40,0.70,.600,.441,0.70,0.90,.833,0.90,1.60,2.40,0.60,0.40,0.00,0.60,1.40,2.90
406,Maxi Kleber,33,DAL,PF,31,4,19.10,1.00,2.60,.390,0.40,1.30,.268,0.70,1.30,.512,.457,0.50,0.50,.824,0.70,2.10,2.90,1.20,0.30,0.50,0.60,2.00,2.90
407,John Konchar,28,MEM,SG,22,3,14.20,1.00,2.60,.397,0.50,1.90,.293,0.50,0.80,.647,.500,0.20,0.30,.833,1.10,3.00,4.20,1.20,0.60,0.50,0.50,1.00,2.90
408,Steven Adams,31,HOU,C,28,0,10.90,1.10,1.90,.596,0.00,0.00,0.0,1.10,1.90,.596,.596,0.50,1.40,.375,2.30,2.40,4.70,1.10,0.30,0.40,1.00,1.00,2.80
409,Branden Carlson,25,OKC,C,13,0,6.20,1.00,2.30,.433,0.70,1.80,.391,0.30,0.50,.571,.583,0.20,0.20,1.000,0.40,1.40,1.80,0.50,0.20,0.40,0.20,0.50,2.80
410,Elijah Harkless,24,UTA,SG,5,0,15.60,0.80,3.20,.250,0.60,2.40,.250,0.20,0.80,.250,.344,0.60,1.20,.500,0.80,1.40,2.20,0.80,1.20,0.00,0.40,1.80,2.80
411,A.J. Lawson,24,TOR,SG,4,0,3.80,1.00,2.00,.500,0.50,1.30,.400,0.50,0.80,.667,.625,0.30,0.80,.333,0.30,0.50,0.80,0.00,0.00,0.00,0.00,0.00,2.80
412,Josh Minott,22,MIN,SF,26,0,7.20,1.20,2.30,.508,0.20,1.00,.231,0.90,1.30,.727,.559,0.30,0.30,.778,0.20,0.90,1.10,0.50,0.40,0.30,0.30,0.90,2.80
413,Jalen Pickett,25,DEN,SG,17,0,7.70,1.10,2.20,.514,0.50,1.20,.429,0.60,0.90,.625,.635,0.10,0.10,1.000,0.20,0.70,0.90,1.60,0.10,0.10,0.40,0.60,2.80
414,Rayan Rupert,20,POR,SG,30,0,8.80,1.00,2.50,.413,0.30,1.10,.294,0.70,1.40,.512,.480,0.40,0.50,.750,0.70,0.60,1.30,0.50,0.30,0.10,0.50,0.60,2.80
415,Adem Bona,21,PHI,C,27,1,9.90,1.00,1.30,.722,0.00,0.00,0.0,1.00,1.30,.722,.722,0.70,1.10,.645,0.90,1.60,2.50,0.30,0.10,0.70,0.60,1.70,2.70
416,Jeenathan Williams,25,HOU,SG,6,0,3.50,1.20,1.50,.778,0.30,0.70,.500,0.80,0.80,1.000,.889,0.00,0.00,0.0,0.00,0.50,0.50,0.20,0.30,0.20,0.20,0.20,2.70
417,Johnny Davis,22,WAS,SG,29,0,7.30,1.00,2.40,.429,0.20,0.90,.259,0.80,1.50,.535,.479,0.20,0.40,.636,0.20,0.90,1.10,0.30,0.40,0.20,0.20,0.60,2.60
418,Richaun Holmes,31,WAS,PF,7,0,8.60,1.00,2.40,.412,0.00,0.10,.000,1.00,2.30,.438,.412,0.60,0.70,.800,1.00,1.90,2.90,0.10,0.00,0.60,0.30,0.70,2.60
419,Olivier-Maxence Prosper,22,DAL,PF,32,0,7.70,0.90,2.30,.397,0.20,0.80,.250,0.70,1.50,.469,.438,0.60,1.00,.606,0.80,1.30,2.10,0.50,0.30,0.10,0.20,0.40,2.60
420,Gui Santos,22,GSW,PF,18,1,10.10,0.90,2.30,.415,0.50,1.60,.321,0.40,0.70,.615,.524,0.20,0.30,.500,0.80,1.10,1.90,1.00,0.40,0.20,0.50,1.30,2.60
421,Landry Shamet,27,NYK,SG,14,0,11.00,1.10,2.80,.410,0.30,1.40,.200,0.90,1.40,.632,.462,0.10,0.10,.500,0.20,0.50,0.70,0.40,0.50,0.10,0.40,0.70,2.60
422,Delon Wright,32,MIL,PG,25,2,15.30,0.90,3.10,.282,0.50,1.80,.261,0.40,1.30,.313,.359,0.30,0.60,.571,0.60,1.10,1.70,1.80,0.80,0.30,0.60,0.70,2.60
423,E.J. Liddell,24,CHI,PF,6,0,5.20,0.80,1.30,.625,0.50,1.00,.500,0.30,0.30,1.000,.813,0.30,0.30,1.000,0.20,0.70,0.80,0.50,0.20,0.20,0.30,1.30,2.50
424,Craig Porter Jr.,24,CLE,PG,25,0,7.70,1.00,1.70,.595,0.30,0.50,.538,0.70,1.20,.621,.679,0.20,0.30,.750,0.10,0.60,0.80,1.10,0.20,0.30,0.40,0.40,2.50
425,Pat Spencer,28,GSW,PG,17,0,7.10,1.00,2.50,.395,0.10,0.60,.200,0.90,1.90,.455,.419,0.40,0.60,.700,0.50,0.80,1.30,1.60,0.50,0.10,0.60,0.40,2.50
426,Reece Beekman,23,2TM,PG,15,0,9.20,0.90,2.40,.389,0.30,0.90,.308,0.70,1.50,.435,.444,0.30,0.50,.571,0.10,0.50,0.60,1.20,0.50,0.10,0.50,0.30,2.40
427,Taj Gibson,39,CHO,C,16,8,10.40,1.00,2.10,.471,0.10,0.10,.500,0.90,2.00,.469,.485,0.30,0.50,.625,1.30,1.60,2.90,0.40,0.40,0.30,0.60,1.30,2.40
428,Duop Reath,28,POR,C,20,0,6.10,0.80,2.20,.372,0.50,1.60,.313,0.30,0.60,.545,.488,0.30,0.40,.750,0.40,0.60,1.00,0.30,0.00,0.10,0.20,0.80,2.40
429,Vlatko Čančar,27,DEN,PF,4,0,8.50,1.00,1.80,.571,0.30,0.50,.500,0.80,1.30,.600,.643,0.00,0.00,0.0,0.80,1.30,2.00,0.00,0.00,0.30,0.50,1.00,2.30
430,Chris Duarte,27,CHI,SG,16,0,4.60,0.80,1.60,.480,0.40,0.90,.429,0.40,0.70,.545,.600,0.40,0.50,.750,0.30,0.90,1.30,0.50,0.00,0.00,0.10,0.40,2.30
431,Kai Jones,24,LAC,C,26,0,7.80,1.00,1.30,.714,0.00,0.10,.000,1.00,1.30,.758,.714,0.30,0.50,.750,0.50,1.20,1.70,0.40,0.20,0.50,0.40,0.90,2.30
432,Lester Quiñones,24,PHI,SG,4,0,4.30,1.00,2.00,.500,0.00,0.80,.000,1.00,1.30,.800,.500,0.30,0.30,1.000,0.80,0.30,1.00,0.30,0.00,0.00,1.00,0.00,2.30
433,Tristan Thompson,33,CLE,PF,18,0,7.90,1.00,2.10,.486,0.00,0.10,.000,1.00,1.90,.514,.486,0.30,1.10,.250,0.70,2.30,2.90,0.50,0.10,0.30,0.40,0.70,2.30
434,Jaylon Tyson,22,CLE,SG,25,1,7.40,0.90,2.00,.431,0.30,0.80,.350,0.60,1.20,.484,.500,0.20,0.40,.600,0.60,1.20,1.80,0.70,0.20,0.00,0.40,1.00,2.30
435,Trey Jemison,25,2TM,C,18,0,10.20,0.80,1.80,.469,0.00,0.00,0.0,0.80,1.80,.469,.469,0.50,1.30,.391,1.30,1.50,2.80,0.60,0.40,0.40,0.60,1.70,2.20
436,Patrick Baldwin Jr.,22,WAS,SF,19,0,4.20,0.80,1.40,.556,0.50,0.90,.529,0.30,0.50,.600,.722,0.10,0.20,.500,0.20,0.60,0.80,0.10,0.10,0.10,0.20,0.30,2.20
437,MarJon Beauchamp,24,MIL,SF,20,0,4.40,0.80,1.90,.405,0.30,0.90,.294,0.50,1.00,.500,.473,0.40,0.50,.800,0.20,0.90,1.10,0.10,0.10,0.10,0.60,0.30,2.20
438,Dillon Jones,23,OKC,SF,27,0,8.50,0.80,2.40,.338,0.30,1.40,.189,0.60,1.00,.536,.392,0.30,0.50,.571,0.70,1.20,1.90,0.70,0.20,0.10,0.40,0.90,2.20
439,Hunter Tyson,24,DEN,PF,32,0,7.50,0.70,1.80,.393,0.30,1.10,.324,0.30,0.70,.500,.491,0.40,0.50,.824,0.30,1.10,1.40,0.40,0.10,0.10,0.30,1.00,2.20
440,Johnny Furphy,20,IND,SG,28,0,7.80,0.80,2.00,.382,0.40,1.10,.344,0.40,0.80,.435,.482,0.30,0.30,1.000,0.50,0.60,1.10,0.30,0.30,0.20,0.30,0.80,2.10
441,Cam Christie,19,LAC,SG,3,0,6.70,0.70,2.30,.286,0.30,1.30,.250,0.30,1.00,.333,.357,0.30,0.70,.500,0.30,1.00,1.30,0.00,0.70,0.00,0.30,0.00,2.00
442,Anthony Gill,32,WAS,PF,30,0,6.00,0.70,1.40,.488,0.20,0.50,.357,0.50,0.90,.556,.549,0.50,0.80,.625,0.20,0.70,0.90,0.20,0.20,0.00,0.20,0.50,2.00
443,Jalen Hood-Schifino,21,LAL,SG,2,0,7.00,0.50,0.50,1.000,0.00,0.00,0.0,0.50,0.50,1.000,1.000,1.00,1.00,1.000,0.50,0.00,0.50,0.50,0.00,0.50,0.50,1.50,2.00
444,Cory Joseph,33,ORL,PG,28,0,7.40,0.70,2.00,.351,0.50,1.40,.350,0.20,0.60,.353,.474,0.10,0.10,.500,0.20,0.60,0.80,0.90,0.30,0.10,0.40,0.60,2.00
445,Tyler Kolek,23,NYK,PG,25,0,5.50,0.70,1.80,.386,0.40,1.00,.385,0.30,0.70,.389,.500,0.20,0.20,1.000,0.10,0.50,0.60,0.70,0.30,0.00,0.30,0.50,2.00
446,Christian Koloko,24,LAL,C,22,0,9.20,1.00,1.60,.583,0.00,0.10,.000,1.00,1.50,.618,.583,0.10,0.20,.750,1.10,1.30,2.50,0.30,0.30,0.40,0.30,1.20,2.00
447,Jordan McLaughlin,28,SAC,PG,26,0,6.90,0.60,1.60,.381,0.40,1.00,.400,0.20,0.70,.353,.500,0.40,0.50,.714,0.20,0.70,0.80,0.90,0.40,0.00,0.40,0.50,2.00
448,Markieff Morris,35,DAL,PF,5,0,5.00,0.80,2.80,.286,0.40,1.40,.286,0.40,1.40,.286,.357,0.00,0.00,0.0,0.00,1.20,1.20,0.60,0.00,0.20,0.40,0.20,2.00
449,Alex Reese,25,OKC,PF,1,0,2.00,1.00,1.00,1.000,0.00,0.00,0.0,1.00,1.00,1.000,1.000,0.00,0.00,0.0,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,2.00
450,Adama Sanogo,22,CHI,C,4,0,5.30,1.00,1.80,.571,0.00,0.00,0.0,1.00,1.80,.571,.571,0.00,0.00,0.0,1.30,0.30,1.50,0.30,0.00,0.00,0.30,0.30,2.00
451,Tyler Smith,20,MIL,PF,11,0,3.50,0.80,1.30,.643,0.30,0.70,.375,0.50,0.50,1.000,.750,0.10,0.20,.500,0.10,0.80,0.90,0.10,0.00,0.30,0.30,0.40,2.00
452,TyTy Washington Jr.,23,PHO,PG,4,0,7.00,0.80,1.50,.500,0.50,0.80,.667,0.30,0.80,.333,.667,0.00,0.00,0.0,0.00,0.30,0.30,1.00,0.50,0.00,0.30,0.00,2.00
453,Orlando Robinson,24,2TM,C,10,0,5.80,0.70,1.80,.389,0.10,0.50,.200,0.60,1.30,.462,.417,0.40,0.70,.571,0.30,1.10,1.40,0.90,0.30,0.10,0.40,0.60,1.90
454,Enrique Freeman,24,IND,PF,18,1,7.50,0.70,1.40,.480,0.10,0.30,.167,0.60,1.10,.579,.500,0.40,0.70,.538,0.30,0.70,1.00,0.40,0.10,0.10,0.30,0.90,1.80
455,Matt Ryan,27,NYK,SF,14,0,4.00,0.60,1.80,.360,0.40,1.10,.313,0.30,0.60,.444,.460,0.10,0.10,1.000,0.00,0.40,0.40,0.00,0.10,0.00,0.20,0.10,1.80
456,Jericho Sims,26,NYK,C,34,5,12.10,0.80,1.30,.600,0.00,0.00,0.0,0.80,1.30,.600,.600,0.20,0.40,.615,1.40,2.30,3.70,0.60,0.20,0.30,0.60,1.40,1.80
457,Jordan Walsh,20,BOS,PF,29,1,8.30,0.60,1.80,.353,0.30,1.20,.286,0.30,0.60,.500,.451,0.20,0.30,.500,0.40,0.80,1.20,0.30,0.30,0.30,0.20,0.60,1.80
458,Alex Len,31,SAC,C,31,3,7.60,0.70,1.30,.550,0.00,0.20,.200,0.70,1.10,.600,.563,0.20,0.40,.538,0.80,1.20,2.00,0.90,0.30,0.60,0.30,1.00,1.70
459,Jazian Gortman,21,DAL,PG,15,0,3.70,0.60,1.50,.391,0.30,0.70,.364,0.30,0.80,.417,.478,0.10,0.30,.500,0.10,0.30,0.30,0.40,0.10,0.10,0.30,0.60,1.60
460,Ariel Hukporti,22,NYK,C,15,0,7.90,0.70,1.10,.625,0.00,0.00,0.0,0.70,1.10,.625,.625,0.30,0.50,.500,0.30,1.50,1.90,0.40,0.00,0.70,0.70,1.00,1.60
461,Keshad Johnson,23,MIA,SF,9,0,5.90,0.70,1.10,.600,0.10,0.40,.250,0.60,0.70,.833,.650,0.10,0.40,.250,0.10,1.60,1.70,0.30,0.10,0.40,0.30,0.60,1.60
462,Pacome Dadiet,19,NYK,SG,13,0,6.40,0.50,1.50,.300,0.40,1.10,.357,0.10,0.50,.167,.425,0.20,0.20,1.000,0.00,1.00,1.00,0.40,0.10,0.20,0.10,0.40,1.50
463,Bryce McGowens,22,POR,SG,4,0,2.80,0.80,1.30,.600,0.00,0.50,.000,0.80,0.80,1.000,.600,0.00,0.30,.000,0.30,0.00,0.30,0.30,0.00,0.00,0.30,0.00,1.50
464,Quincy Olivari,23,LAL,PG,2,0,5.00,0.50,2.50,.200,0.50,2.50,.200,0.00,0.00,0.0,.300,0.00,0.00,0.0,0.00,0.00,0.00,0.50,0.00,0.00,0.50,0.00,1.50
465,Dwight Powell,33,DAL,C,33,0,7.60,0.40,0.50,.778,0.00,0.00,1.000,0.40,0.50,.765,.806,0.60,0.90,.667,0.70,1.10,1.80,0.70,0.40,0.50,0.20,1.20,1.50
466,Terrence Shannon Jr. ,24,MIN,SG,10,0,4.50,0.70,1.30,.538,0.10,0.30,.333,0.60,1.00,.600,.577,0.00,0.00,0.0,0.00,0.20,0.20,0.50,0.20,0.10,0.30,0.10,1.50
467,Armel Traoré,22,LAL,SF,8,0,7.60,0.60,2.30,.278,0.00,0.90,.000,0.60,1.40,.455,.278,0.30,0.90,.286,0.10,1.60,1.80,0.10,0.50,0.30,0.30,0.80,1.50
468,Colin Castleton,24,MEM,C,10,0,4.60,0.20,1.00,.200,0.00,0.40,.000,0.20,0.60,.333,.200,1.00,1.10,.909,0.30,0.60,0.90,0.00,0.10,0.10,0.10,0.60,1.40
469,Sidy Cissoko,20,SAS,SF,14,0,3.10,0.60,1.10,.533,0.20,0.40,.500,0.40,0.60,.556,.633,0.00,0.30,.000,0.10,0.50,0.60,0.40,0.00,0.00,0.10,0.40,1.40
470,AJ Johnson,20,MIL,SG,5,0,2.20,0.60,1.20,.500,0.20,0.20,1.000,0.40,1.00,.400,.583,0.00,0.00,0.0,0.00,0.40,0.40,0.20,0.00,0.00,0.40,0.00,1.40
471,Yuki Kawamura,23,MEM,PG,17,0,3.30,0.50,1.20,.381,0.20,0.90,.267,0.20,0.40,.667,.476,0.20,0.40,.667,0.00,0.40,0.40,0.70,0.10,0.00,0.20,0.40,1.40
472,Alex Ducas,24,OKC,SG,9,0,3.40,0.40,1.00,.444,0.40,0.90,.500,0.00,0.10,.000,.667,0.00,0.00,0.0,0.10,0.20,0.30,0.10,0.10,0.00,0.10,0.30,1.30
473,Karlo Matković,23,NOP,PF,8,0,8.00,0.60,1.40,.455,0.00,0.30,.000,0.60,1.10,.556,.455,0.00,0.00,0.0,1.00,1.30,2.30,0.40,0.60,0.80,0.80,1.40,1.30
