playerName,team,rating,region,average_combat_score,kill_deaths,kill_assists_survived_traded,average_damage_per_round,kills_per_round,assists_per_round,first_kills_per_round,first_deaths_per_round,headshot_percentage,clutch_success_percentage,agent,playerCategory
Soggy,FAWZ,0.96,Americas,203.5,0.90,55.0 %,124.7,0.74,0.18,0.11,0.24,34%,0.0 %,"Jett, Neon",VCT-Challengers
Tillo,Grif,0.96,Americas,189.4,0.87,64.0 %,132.4,0.64,0.31,0.07,0.09,23%,9%,"Sova, Gekko, Breach",VCT-Challengers
kaho,RESO,0.96,Americas,190.1,0.93,70.0 %,125.2,0.65,0.27,0.09,0.09,24%,8%,"Cypher, Killjoy, Skye",VCT-Challengers
d1msumboi,RESO,0.96,Americas,182.4,0.96,69.0 %,137.5,0.68,0.19,0.05,0.06,38%,11%,"Killjoy, Viper, Brimstone",VCT-Challengers
Hira,TM,0.96,Americas,253.0,0.97,55.0 %,166.8,0.82,0.11,0.18,0.26,24%,33%,"Raze, Jett",VCT-Challengers
mehzy,MORB,0.95,Americas,222.8,0.87,72.0 %,152.0,0.72,0.35,0.13,0.15,31%,0.0 %,"Kayo, Breach, Iso",VCT-Challengers
Will,YFP,0.95,Americas,179.4,0.91,71.0 %,121.0,0.63,0.31,0.07,0.08,21%,14%,"Omen, Viper, Jett",VCT-Challengers
ClickShift,LAG,0.95,Americas,196.0,0.84,63.0 %,126.7,0.67,0.28,0.09,0.11,28%,30%,"Viper, Kayo",VCT-Challengers
MattZ,spec,0.95,Americas,186.0,0.88,70.0 %,136.0,0.71,0.11,0.09,0.06,42%,17%,"Killjoy, Cypher",VCT-Challengers
lil,d,0.95,Americas,207.0,0.91,63.0 %,128.2,0.76,0.28,0.16,0.14,29%,0.0 %,Omen,VCT-Challengers
IceyKL,Six,0.95,Americas,185.5,0.96,66.0 %,122.2,0.68,0.30,0.11,0.09,31%,21%,"Omen, Sova, Skye",VCT-Challengers
elvis,44,0.95,Americas,237.0,1.03,64.0 %,148.4,0.80,0.14,0.16,0.20,24%,20%,"Jett, Raze",VCT-Challengers
meL,SR,0.94,Americas,185.4,0.88,69.0 %,118.2,0.64,0.34,0.10,0.11,27%,6%,"Omen, Brimstone, Viper",VCT-Challengers
Mooky,Orla,0.94,Americas,211.5,0.73,67.0 %,143.2,0.67,0.27,0.12,0.09,23%,0.0 %,"Killjoy, Sova",VCT-Challengers
svL,BTR,0.94,Americas,174.8,0.87,72.0 %,111.8,0.60,0.30,0.04,0.05,22%,10%,"Fade, Kayo, Gekko",VCT-Challengers
monSi,BLIN,0.94,Americas,176.0,0.94,72.0 %,113.0,0.61,0.33,0.07,0.09,24%,14%,"Harbor, Viper, Fade",VCT-Challengers
katsumi,Burg,0.94,Americas,198.3,0.93,68.0 %,131.1,0.72,0.23,0.08,0.12,35%,15%,"Omen, Brimstone, Viper",VCT-Challengers
starly,TLP,0.94,Americas,161.3,0.93,77.0 %,114.4,0.59,0.25,0.06,0.07,26%,0.0 %,"Fade, Sage, Sova",VCT-Challengers
BlanK,AOE,0.94,Americas,212.6,0.95,58.0 %,151.1,0.75,0.18,0.14,0.17,29%,27%,"Killjoy, Cypher, Raze",VCT-Challengers
sSef,SCC,0.94,Americas,186.0,0.87,70.0 %,121.4,0.63,0.43,0.07,0.08,29%,9%,"Viper, Omen",VCT-Challengers
69420,33,0.94,Americas,174.5,0.71,64.0 %,110.2,0.61,0.33,0.03,0.03,32%,0.0 %,Omen,VCT-Challengers
sarahcat,SR,0.94,Americas,193.1,0.90,69.0 %,126.7,0.67,0.30,0.09,0.12,24%,6%,"Viper, Sova",VCT-Challengers
Bankroft,Tact,0.94,Americas,182.5,0.88,75.0 %,124.8,0.64,0.38,0.03,0.03,26%,10%,"Skye, Sova, Kayo",VCT-Challengers
benjii,FOE,0.94,Americas,173.6,0.94,67.0 %,119.0,0.62,0.18,0.07,0.07,28%,21%,"Cypher, Killjoy, Viper",VCT-Challengers
scarn,SAD,0.93,Americas,220.0,0.98,69.0 %,148.0,0.76,0.16,0.17,0.17,27%,11%,"Raze, Jett, Yoru",VCT-Challengers
nitr0,M80,0.93,Americas,179.4,0.95,72.0 %,118.4,0.62,0.23,0.08,0.08,23%,16%,"Killjoy, Omen, Cypher",VCT-Challengers
cro3N,LR,0.93,Americas,191.1,0.89,65.0 %,128.0,0.68,0.21,0.10,0.09,33%,9%,"Omen, Viper",VCT-Challengers
alvinboy,curs,0.93,Americas,217.1,0.95,66.0 %,141.4,0.74,0.18,0.13,0.15,29%,10%,"Jett, Raze, Cypher",VCT-Challengers
jas0n,UCI,0.93,Americas,196.0,0.95,70.0 %,127.7,0.67,0.18,0.13,0.16,25%,17%,"Killjoy, Deadlock, Cypher",VCT-Challengers
Add3r,DZ,0.93,Americas,187.8,0.94,67.0 %,125.7,0.67,0.24,0.08,0.11,31%,16%,"Cypher, Skye, Deadlock",VCT-Challengers
zekei,FFE,0.93,Americas,181.5,0.90,66.0 %,120.8,0.66,0.25,0.06,0.11,22%,32%,"Kayo, Viper, Gekko",VCT-Challengers
moobs,WU,0.93,Americas,197.2,0.91,71.0 %,131.5,0.69,0.30,0.11,0.12,34%,16%,"Reyna, Skye, Fade",VCT-Challengers
glo,SFU.P,0.93,Americas,264.0,1.00,67.0 %,155.3,0.90,0.10,0.26,0.13,32%,0.0 %,"Raze, Cypher",VCT-Challengers
shen,1337,0.93,Americas,166.4,0.92,75.0 %,105.5,0.61,0.41,0.05,0.08,23%,9%,"Sage, Breach, Kayo",VCT-Challengers
Tommy,VLYN,0.93,Americas,189.8,0.88,69.0 %,129.7,0.67,0.24,0.06,0.04,30%,16%,"Gekko, Fade, Sova",VCT-Challengers
Jango,Team,0.93,Americas,198.5,0.89,58.0 %,120.5,0.69,0.08,0.22,0.14,36%,14%,"Cypher, Viper",VCT-Challengers
DataKiller,Six,0.92,Americas,185.8,0.81,78.0 %,117.3,0.61,0.47,0.04,0.07,23%,0.0 %,"Skye, Kayo, Sova",VCT-Challengers
caMz,WSU,0.92,Americas,227.5,0.88,67.0 %,153.1,0.71,0.14,0.19,0.17,32%,33%,"Jett, Raze",VCT-Challengers
Cohburg,SAD,0.92,Americas,186.7,0.90,70.0 %,123.0,0.64,0.27,0.09,0.10,24%,13%,"Cypher, Killjoy, Deadlock",VCT-Challengers
dapr,SEN,0.92,Americas,177.9,0.90,73.0 %,119.2,0.60,0.30,0.08,0.09,23%,17%,"Viper, Killjoy, Cypher",VCT-Challengers
Tim,ZMM.B,0.92,Americas,184.0,0.88,71.0 %,118.6,0.63,0.32,0.09,0.07,24%,11%,"Viper, Omen, Astra",VCT-Challengers
Lear,THNK,0.92,Americas,169.4,0.90,74.0 %,107.8,0.58,0.40,0.05,0.06,21%,11%,"Gekko, Sova, Skye",VCT-Challengers
Truu,33,0.92,Americas,212.0,0.76,76.0 %,156.3,0.67,0.36,0.15,0.18,30%,0.0 %,"Viper, Raze",VCT-Challengers
Jangler,AI,0.92,Americas,152.5,0.83,74.0 %,100.4,0.53,0.39,0.02,0.03,23%,10%,"Brimstone, Viper, Omen",VCT-Challengers
aproto,TSM,0.92,Americas,169.8,0.94,70.0 %,114.0,0.62,0.20,0.05,0.06,37%,15%,"Viper, Killjoy, Cypher",VCT-Challengers
Hunzh,TMU.B,0.92,Americas,180.0,0.76,56.0 %,113.6,0.61,0.42,0.06,0.06,15%,0.0 %,"Chamber, Breach",VCT-Challengers
P0PPIN,246,0.92,Americas,217.4,0.94,67.0 %,137.4,0.75,0.19,0.21,0.21,23%,19%,"Raze, Sage, Jett",VCT-Challengers
cuz,ROSE,0.92,Americas,223.0,1.00,62.0 %,143.8,0.79,0.08,0.18,0.21,26%,0.0 %,Raze,VCT-Challengers
Cain,SFU.P,0.92,Americas,182.0,0.84,72.0 %,111.4,0.62,0.40,0.06,0.06,24%,9%,"Skye, Sage, Kayo",VCT-Challengers
RetrQ,NBG,0.92,Americas,190.2,0.88,69.0 %,126.5,0.65,0.29,0.07,0.08,26%,8%,"Breach, Sova, Skye",VCT-Challengers
Rockah,111,0.92,Americas,162.8,0.79,70.0 %,103.9,0.56,0.52,0.04,0.05,20%,28%,"Sage, Breach, Kayo",VCT-Challengers
lucas,MFC,0.92,Americas,175.9,0.85,74.0 %,112.8,0.60,0.46,0.05,0.09,32%,10%,"Breach, Gekko, Skye",VCT-Challengers
Zamal,VLYN,0.92,Americas,222.4,0.87,67.0 %,146.7,0.72,0.23,0.24,0.25,26%,29%,"Raze, Jett",VCT-Challengers
JSUNG,DB,0.92,Americas,208.0,0.89,64.0 %,150.2,0.74,0.23,0.09,0.09,41%,8%,"Skye, Kayo",VCT-Challengers
SeeKaaaahh,30,0.91,Americas,208.5,0.81,53.0 %,134.7,0.70,0.07,0.07,0.03,41%,10%,"Brimstone, Sova",VCT-Challengers
contii,RESO,0.91,Americas,171.7,0.85,71.0 %,110.6,0.59,0.38,0.06,0.09,16%,12%,"Viper, Killjoy, Cypher",VCT-Challengers
Abde,Tedw,0.91,Americas,177.0,0.81,63.0 %,119.4,0.58,0.18,0.03,0.00,16%,0.0 %,Killjoy,VCT-Challengers
Kcep,Boom,0.91,Americas,195.0,0.91,64.0 %,126.1,0.69,0.28,0.09,0.09,24%,7%,"Chamber, Cypher",VCT-Challengers
Generic,34,0.91,Americas,186.5,0.72,53.0 %,126.4,0.62,0.12,0.12,0.15,30%,0.0 %,"Raze, Jett",VCT-Challengers
oderus,MxS,0.91,Americas,168.3,0.93,68.0 %,114.5,0.61,0.23,0.07,0.11,32%,13%,"Viper, Killjoy, Cypher",VCT-Challengers
Pyro,AOE,0.91,Americas,181.5,0.90,71.0 %,118.7,0.64,0.29,0.08,0.08,19%,13%,"Sova, Astra, Brimstone",VCT-Challengers
Kaoticcc,SaD,0.91,Americas,221.4,0.91,66.0 %,143.8,0.75,0.19,0.20,0.22,31%,12%,"Jett, Raze, Reyna",VCT-Challengers
POISED,TSM,0.91,Americas,172.1,0.89,73.0 %,115.0,0.61,0.32,0.06,0.07,27%,12%,"Killjoy, Sova, Skye",VCT-Challengers
A77,WVU,0.91,Americas,177.2,0.83,65.0 %,123.2,0.61,0.26,0.05,0.08,23%,10%,"Sova, Viper",VCT-Challengers
ScrewFace,AMB,0.91,Americas,172.9,0.87,67.0 %,115.1,0.62,0.30,0.10,0.09,29%,10%,"Gekko, Skye, Deadlock",VCT-Challengers
JoBa,TAMU,0.91,Americas,195.3,0.88,61.0 %,139.7,0.63,0.11,0.06,0.11,15%,14%,"Killjoy, Cypher",VCT-Challengers
kev,Fish,0.91,Americas,205.7,0.95,66.0 %,140.0,0.75,0.12,0.13,0.15,25%,6%,"Reyna, Raze, Jett",VCT-Challengers
elisosa,38,0.91,Americas,220.5,0.81,61.0 %,145.9,0.68,0.34,0.08,0.11,28%,0.0 %,Kayo,VCT-Challengers
silenx,WU,0.91,Americas,183.8,0.88,69.0 %,120.9,0.65,0.31,0.10,0.09,35%,15%,"Cypher, Killjoy, Viper",VCT-Challengers
dom,IluZ,0.90,Americas,213.0,0.82,68.0 %,123.7,0.74,0.32,0.13,0.11,39%,0.0 %,"Astra, Kayo",VCT-Challengers
satellite,VLYN,0.90,Americas,209.4,0.95,68.0 %,135.9,0.73,0.17,0.18,0.21,23%,22%,"Raze, Jett, Neon",VCT-Challengers
Noia,SR,0.90,Americas,184.2,0.90,69.0 %,124.7,0.66,0.18,0.06,0.08,29%,18%,"Killjoy, Cypher",VCT-Challengers
Awkua,SaD,0.90,Americas,173.8,0.86,71.0 %,113.5,0.60,0.42,0.06,0.12,28%,14%,"Sova, Breach, Cypher",VCT-Challengers
ZK,MU,0.90,Americas,169.2,0.86,67.0 %,110.8,0.60,0.22,0.05,0.07,40%,4%,"Viper, Omen, Cypher",VCT-Challengers
flyuh,MxS,0.90,Americas,175.1,0.88,74.0 %,112.7,0.60,0.45,0.07,0.10,26%,10%,"Fade, Astra, Skye",VCT-Challengers
Chrome,DG,0.90,Americas,183.0,0.71,59.0 %,124.1,0.59,0.32,0.12,0.09,28%,25%,"Omen, Gekko",VCT-Challengers
KHS,MORB,0.90,Americas,198.9,0.92,71.0 %,135.3,0.70,0.23,0.14,0.12,25%,6%,"Cypher, Sova, Jett",VCT-Challengers
wast3d,Impe,0.90,Americas,172.0,0.71,61.0 %,109.3,0.58,0.37,0.08,0.11,27%,0.0 %,Omen,VCT-Challengers
G1BBY,38,0.90,Americas,181.0,0.77,68.0 %,121.0,0.63,0.26,0.08,0.00,40%,0.0 %,"Viper, Skye",VCT-Challengers
zero,cap,0.90,Americas,179.4,0.84,69.0 %,119.7,0.62,0.37,0.06,0.07,28%,13%,"Omen, Brimstone, Gekko",VCT-Challengers
fiziq,YFP,0.90,Americas,171.4,0.87,73.0 %,112.3,0.58,0.31,0.08,0.11,24%,14%,"Skye, Sova, Kayo",VCT-Challengers
Banshee,BZK,0.89,Americas,217.0,0.94,60.0 %,134.0,0.74,0.29,0.12,0.10,26%,0.0 %,"Harbor, Astra",VCT-Challengers
Tempt,EVO,0.89,Americas,165.5,0.74,62.0 %,116.9,0.59,0.23,0.05,0.05,22%,0.0 %,"Harbor, Omen",VCT-Challengers
Nahsie,WU,0.89,Americas,185.5,0.86,69.0 %,121.9,0.65,0.36,0.07,0.10,25%,17%,"Cypher, Omen, Sova",VCT-Challengers
zombi3,Skyl,0.89,Americas,178.3,0.89,70.0 %,115.3,0.67,0.13,0.13,0.13,26%,25%,"Killjoy, Cypher",VCT-Challengers
Snackicals,Eros,0.89,Americas,197.5,0.70,55.0 %,133.1,0.61,0.16,0.03,0.16,21%,0.0 %,"Sova, Jett",VCT-Challengers
ShadowKnight,YDZ.I,0.89,Americas,209.5,0.81,54.0 %,132.8,0.71,0.23,0.14,0.26,31%,0.0 %,"Sage, Raze",VCT-Challengers
snarly,QOR,0.89,Americas,172.3,0.86,70.0 %,115.1,0.61,0.36,0.08,0.10,32%,21%,"Skye, Kayo, Chamber",VCT-Challengers
tdawgg,QOR,0.89,Americas,183.5,0.87,72.0 %,122.8,0.62,0.33,0.08,0.10,20%,16%,"Raze, Sova, Skye",VCT-Challengers
ariso,TUS,0.88,Americas,170.5,0.77,55.0 %,138.4,0.63,0.11,0.05,0.08,31%,29%,Killjoy,VCT-Challengers
Tristiieee,VZ,0.88,Americas,140.0,0.76,68.0 %,105.0,0.52,0.29,0.03,0.08,25%,14%,Sova,VCT-Challengers
smalls,(+1),0.88,Americas,181.8,0.87,66.0 %,122.3,0.66,0.14,0.07,0.09,37%,3%,"Cypher, Chamber, Sage",VCT-Challengers
gucc107,WVU,0.88,Americas,170.6,0.80,70.0 %,113.9,0.58,0.37,0.05,0.06,20%,15%,"Viper, Omen, Sage",VCT-Challengers
OneSnipeKO,LAG,0.88,Americas,175.5,0.78,67.0 %,127.3,0.64,0.36,0.03,0.05,26%,0.0 %,"Brimstone, Killjoy",VCT-Challengers
Drone,DB,0.88,Americas,181.5,0.85,67.0 %,119.8,0.64,0.29,0.08,0.11,34%,16%,"Raze, Skye, Sova",VCT-Challengers
Xotic,43,0.88,Americas,200.5,0.97,63.0 %,118.6,0.72,0.07,0.12,0.23,30%,0.0 %,"Raze, Jett",VCT-Challengers
Vital,Six,0.88,Americas,141.0,0.70,68.0 %,100.9,0.46,0.39,0.05,0.10,29%,0.0 %,Gekko,VCT-Challengers
Core,IluZ,0.88,Americas,195.5,0.80,68.0 %,131.6,0.65,0.38,0.08,0.14,30%,7%,Omen,VCT-Challengers
Wave,Erin,0.88,Americas,176.5,0.61,63.0 %,119.2,0.53,0.44,0.06,0.06,28%,9%,Omen,VCT-Challengers
mikshak,VLYN,0.88,Americas,158.1,0.81,64.0 %,106.8,0.55,0.32,0.07,0.10,30%,6%,"Omen, Viper, Brimstone",VCT-Challengers
AsianVyn,116,0.87,Americas,221.0,0.91,70.0 %,139.9,0.74,0.29,0.16,0.21,26%,0.0 %,"Neon, Brimstone",VCT-Challengers
Silky,31,0.87,Americas,182.0,0.69,55.0 %,126.8,0.58,0.16,0.06,0.06,16%,14%,Jett,VCT-Challengers
toozy,VZ,0.87,Americas,166.5,0.77,73.0 %,112.0,0.55,0.46,0.05,0.09,28%,26%,"Brimstone, Kayo, Omen",VCT-Challengers
xiph,38,0.87,Americas,186.5,0.77,71.0 %,119.3,0.61,0.47,0.05,0.24,13%,25%,"Jett, Breach",VCT-Challengers
Sushi,SCC.A,0.87,Americas,165.8,0.74,69.0 %,113.3,0.61,0.29,0.04,0.03,24%,0.0 %,"Viper, Omen, Sage",VCT-Challengers
KING,VINNY,0.87,Americas,181.3,0.91,67.0 %,120.9,0.68,0.11,0.07,0.07,21%,17%,"Killjoy, Cypher",VCT-Challengers
Kyro,Actu,0.87,Americas,162.8,0.84,68.0 %,115.3,0.58,0.22,0.05,0.06,21%,14%,"Viper, Killjoy, Brimstone",VCT-Challengers
Stunny,Yonk,0.87,Americas,189.0,0.69,59.0 %,131.5,0.64,0.41,0.05,0.03,30%,0.0 %,"Viper, Omen",VCT-Challengers
Jar,Erin,0.87,Americas,139.0,0.61,55.0 %,96.3,0.45,0.32,0.08,0.03,32%,0.0 %,"Sova, Skye",VCT-Challengers
RAMZES999,WTP,0.86,Americas,146.0,0.75,62.0 %,105.0,0.54,0.21,0.13,0.13,39%,13%,Killjoy,VCT-Challengers
parker,LR,0.86,Americas,164.1,0.78,70.0 %,105.8,0.59,0.33,0.04,0.09,34%,11%,"Breach, Kayo, Fade",VCT-Challengers
LINDEN,(+1),0.86,Americas,182.4,0.83,73.0 %,117.0,0.66,0.28,0.09,0.08,33%,0.0 %,"Breach, Kayo, Jett",VCT-Challengers
dre,44,0.85,Americas,169.5,0.84,61.0 %,103.3,0.59,0.20,0.07,0.09,28%,50%,"Astra, Viper",VCT-Challengers
Polkan,IluZ,0.85,Americas,166.3,0.77,69.0 %,107.3,0.56,0.42,0.07,0.10,36%,8%,"Skye, Kayo, Breach",VCT-Challengers
appa,86th,0.85,Americas,172.8,0.78,71.0 %,118.7,0.59,0.28,0.10,0.08,36%,38%,"Viper, Kayo",VCT-Challengers
Rudy,UCF.G,0.85,Americas,182.2,0.87,74.0 %,118.5,0.68,0.31,0.05,0.07,23%,0.0 %,"Omen, Killjoy",VCT-Challengers
A1D,MU,0.85,Americas,169.3,0.80,62.0 %,119.1,0.60,0.22,0.10,0.11,30%,17%,"Killjoy, Brimstone, Cypher",VCT-Challengers
novacaine,Six,0.85,Americas,228.0,0.88,65.0 %,140.5,0.73,0.26,0.18,0.16,22%,100%,Jett,VCT-Challengers
hairzoid,UT,0.85,Americas,177.0,0.91,66.0 %,119.6,0.66,0.18,0.02,0.07,19%,43%,"Sova, Skye",VCT-Challengers
riku,NSIC,0.85,Americas,194.2,0.84,65.0 %,129.3,0.66,0.27,0.09,0.12,16%,10%,"Killjoy, Brimstone, Astra",VCT-Challengers
Chillin,SCC,0.85,Americas,208.0,0.77,66.0 %,134.7,0.67,0.24,0.10,0.13,33%,11%,"Omen, Brimstone, Viper",VCT-Challengers
Exalt,AMB,0.85,Americas,156.5,0.83,69.0 %,102.8,0.58,0.37,0.03,0.08,24%,12%,"Omen, Sage, Kayo",VCT-Challengers
Tayz,YDZ.I,0.85,Americas,186.8,0.79,58.0 %,128.2,0.63,0.07,0.11,0.04,29%,0.0 %,Killjoy,VCT-Challengers
France,Equi,0.85,Americas,195.5,0.69,63.0 %,125.9,0.63,0.16,0.19,0.06,27%,8%,"Killjoy, Chamber",VCT-Challengers
Memories,103,0.84,Americas,209.8,0.80,68.0 %,140.3,0.70,0.20,0.22,0.20,29%,17%,"Raze, Jett, Reyna",VCT-Challengers
CrmyDuck,38,0.84,Americas,144.0,0.66,55.0 %,101.5,0.50,0.32,0.05,0.08,29%,20%,"Viper, Omen",VCT-Challengers
Barring,37,0.84,Americas,203.5,0.81,57.0 %,145.3,0.70,0.11,0.05,0.08,31%,14%,"Cypher, Killjoy",VCT-Challengers
tech,MAD.SC,0.84,Americas,181.0,0.78,58.0 %,125.8,0.68,0.08,0.05,0.15,39%,11%,"Reyna, Jett, Raze",VCT-Challengers
indra,Six,0.84,Americas,198.0,0.82,63.0 %,129.3,0.66,0.17,0.17,0.22,27%,50%,Fade,VCT-Challengers
Devine,YDZ.I,0.84,Americas,169.5,0.58,57.0 %,112.1,0.51,0.26,0.11,0.14,27%,29%,"Viper, Breach",VCT-Challengers
Fable,Dead,0.84,Americas,172.0,0.78,66.0 %,108.9,0.60,0.37,0.08,0.10,22%,5%,"Viper, Omen",VCT-Challengers
dazzLe,TTR,0.83,Americas,194.0,0.75,69.0 %,135.5,0.62,0.29,0.14,0.20,21%,0.0 %,"Sova, Killjoy",VCT-Challengers
imai,FV,0.83,Americas,212.0,0.87,53.0 %,145.8,0.68,0.18,0.16,0.26,24%,0.0 %,"Jett, Raze",VCT-Challengers
Precision,DB,0.83,Americas,159.0,0.76,65.0 %,107.8,0.55,0.30,0.05,0.10,27%,9%,"Kayo, Skye, Breach",VCT-Challengers
Nurfed,Dave,0.83,Americas,188.3,0.83,67.0 %,121.6,0.66,0.21,0.09,0.11,25%,0.0 %,"Viper, Brimstone, Omen",VCT-Challengers
Muffin,Man,0.83,Americas,200.5,0.72,62.0 %,123.7,0.62,0.24,0.11,0.08,19%,10%,"Brimstone, Killjoy",VCT-Challengers
mina,WTP,0.83,Americas,192.3,0.75,65.0 %,129.1,0.61,0.21,0.12,0.16,22%,9%,"Raze, Jett, Gekko",VCT-Challengers
karim,30,0.83,Americas,188.5,0.68,57.0 %,112.3,0.63,0.17,0.07,0.13,29%,0.0 %,"Viper, Sova",VCT-Challengers
snackbox,39,0.83,Americas,175.0,0.77,69.0 %,112.8,0.59,0.15,0.05,0.03,28%,18%,"Breach, Sova",VCT-Challengers
Hibui,30,0.83,Americas,171.0,0.67,50.0 %,119.9,0.60,0.13,0.07,0.03,38%,0.0 %,"Astra, Harbor",VCT-Challengers
cfuzzy,103,0.82,Americas,184.6,0.75,66.0 %,121.6,0.60,0.23,0.09,0.08,20%,0.0 %,"Cypher, Killjoy, Viper",VCT-Challengers
alexis,SR,0.82,Americas,153.4,0.73,71.0 %,93.8,0.53,0.54,0.05,0.08,25%,13%,"Fade, Skye, Kayo",VCT-Challengers
ZukØ,Boom,0.82,Americas,160.8,0.71,74.0 %,114.3,0.55,0.30,0.07,0.09,20%,6%,Sova,VCT-Challengers
squirmor,UCF.B,0.82,Americas,156.0,0.77,70.0 %,102.2,0.55,0.45,0.04,0.13,26%,14%,"Fade, Kayo, Skye",VCT-Challengers
Critical,WU,0.82,Americas,166.8,0.73,66.0 %,116.0,0.53,0.34,0.04,0.11,21%,21%,"Skye, Killjoy, Sova",VCT-Challengers
Curry,38,0.81,Americas,166.0,0.70,68.0 %,120.7,0.55,0.21,0.03,0.03,27%,20%,Sova,VCT-Challengers
speed,38,0.81,Americas,174.0,0.70,58.0 %,114.2,0.61,0.21,0.13,0.03,32%,13%,"Sova, Astra",VCT-Challengers
bagels,KFC,0.81,Americas,180.5,0.67,67.0 %,122.0,0.60,0.20,0.10,0.07,24%,0.0 %,"Omen, Sova",VCT-Challengers
steezy,Pros,0.81,Americas,166.3,0.71,59.0 %,112.5,0.59,0.28,0.06,0.12,22%,5%,"Fade, Jett, Gekko",VCT-Challengers
karmax1,AWAK,0.81,Americas,185.8,0.75,68.0 %,112.1,0.64,0.28,0.09,0.04,40%,6%,"Viper, Omen",VCT-Challengers
Austeeno,Bamb,0.81,Americas,134.5,0.63,57.0 %,82.8,0.46,0.32,0.00,0.00,15%,13%,Breach,VCT-Challengers
atlas,BLIN,0.81,Americas,170.8,0.73,59.0 %,114.2,0.58,0.16,0.06,0.08,19%,13%,"Kayo, Viper, Fade",VCT-Challengers
Dimes,TMU.B,0.80,Americas,189.0,0.81,67.0 %,135.0,0.69,0.17,0.17,0.11,33%,0.0 %,Jett,VCT-Challengers
chqse,Cumb,0.80,Americas,159.7,0.84,72.0 %,111.9,0.57,0.24,0.07,0.06,22%,11%,"Cypher, Killjoy",VCT-Challengers
Henry,Team,0.80,Americas,172.6,0.79,70.0 %,117.0,0.63,0.22,0.09,0.05,25%,8%,"Fade, Sova, Omen",VCT-Challengers
Rykinn,Six,0.80,Americas,174.9,0.76,60.0 %,120.1,0.61,0.13,0.09,0.07,20%,8%,"Cypher, Killjoy",VCT-Challengers
Altered,DXG,0.80,Americas,170.3,0.74,56.0 %,118.1,0.59,0.06,0.11,0.15,26%,13%,"Cypher, Killjoy",VCT-Challengers
Dinxx,WVU,0.80,Americas,193.5,0.77,49.0 %,130.2,0.66,0.06,0.08,0.20,30%,0.0 %,"Jett, Raze",VCT-Challengers
Nino,RA,0.80,Americas,172.0,0.70,63.0 %,110.7,0.56,0.10,0.05,0.02,33%,22%,"Skye, Sova",VCT-Challengers
Moechilla,STORM,0.80,Americas,181.0,0.77,63.0 %,123.6,0.63,0.17,0.06,0.07,17%,0.0 %,"Killjoy, Astra",VCT-Challengers
Cosmoh,33,0.80,Americas,153.0,0.62,61.0 %,99.8,0.55,0.21,0.12,0.06,29%,0.0 %,"Omen, Fade",VCT-Challengers
ec1s,MU,0.80,Americas,176.2,0.72,64.0 %,117.1,0.56,0.35,0.08,0.08,27%,13%,"Sova, Viper, Breach",VCT-Challengers
scape,DXG,0.80,Americas,198.5,0.68,76.0 %,133.5,0.62,0.43,0.11,0.08,19%,50%,"Omen, Viper",VCT-Challengers
exile,ASTA,0.80,Americas,179.7,0.80,59.0 %,119.9,0.65,0.11,0.11,0.14,22%,16%,"Raze, Jett, Reyna",VCT-Challengers
drain,LAG,0.80,Americas,164.5,0.73,72.0 %,111.3,0.59,0.26,0.09,0.09,31%,20%,"Astra, Gekko",VCT-Challengers
Neclode,35,0.79,Americas,158.5,0.62,49.0 %,113.3,0.51,0.20,0.06,0.29,23%,29%,"Jett, Raze",VCT-Challengers
Rex,30,0.79,Americas,191.5,0.68,53.0 %,129.8,0.63,0.17,0.07,0.03,22%,0.0 %,"Viper, Killjoy",VCT-Challengers
RYKER,Pros,0.79,Americas,205.7,0.70,61.0 %,139.6,0.62,0.16,0.12,0.14,20%,0.0 %,"Raze, Phoenix",VCT-Challengers
glxy,Yach,0.79,Americas,169.5,0.72,58.0 %,110.3,0.58,0.30,0.08,0.13,27%,13%,Omen,VCT-Challengers
Expvsed,5K,0.79,Americas,167.0,0.75,71.0 %,115.8,0.59,0.24,0.02,0.07,40%,0.0 %,"Viper, Omen",VCT-Challengers
iHenDog,ASTA,0.79,Americas,162.3,0.70,63.0 %,114.7,0.55,0.24,0.04,0.11,27%,9%,"Viper, Sova, Killjoy",VCT-Challengers
Fast,34,0.79,Americas,175.5,0.66,59.0 %,125.3,0.56,0.35,0.09,0.29,30%,0.0 %,"Breach, Sage",VCT-Challengers
GrimReaper874,Pres,0.79,Americas,180.5,0.68,73.0 %,131.0,0.57,0.24,0.00,0.05,20%,17%,Sova,VCT-Challengers
00000000000,38,0.79,Americas,166.5,0.83,47.0 %,107.7,0.63,0.11,0.05,0.13,38%,33%,Killjoy,VCT-Challengers
Vims,Wook,0.79,Americas,176.5,0.78,63.0 %,122.2,0.65,0.11,0.15,0.18,30%,9%,"Jett, Raze",VCT-Challengers
Yexz,UMD,0.78,Americas,215.0,0.77,57.0 %,140.6,0.69,0.11,0.20,0.17,25%,0.0 %,Raze,VCT-Challengers
gecko,38,0.78,Americas,183.0,0.69,71.0 %,130.6,0.58,0.29,0.08,0.11,23%,0.0 %,"Kayo, Viper",VCT-Challengers
Rosy,OE,0.78,Americas,167.0,0.69,66.0 %,109.2,0.53,0.26,0.05,0.03,29%,0.0 %,Omen,VCT-Challengers
grok,Mini,0.78,Americas,169.5,0.63,57.0 %,118.0,0.57,0.26,0.03,0.06,37%,13%,"Omen, Breach",VCT-Challengers
